,idDataset,nombreConjuntoDatos,fechaPublicacion,fechaActualizacion,inicioDato,finDato,fechaDescarga,urlConexionAPI,urlConjuntoDatos,tipoPublicacion
299,cc59b1,Listado de series hidrológicas,2025-09-04T11:09:03.16,2026-07-01T07:16:14.477,2025-01-01T00:00:00,2026-06-30T00:00:00,,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=cc59b1,https://www.simem.co/datadetail/cc59b1b2-e8c6-4d6c-8744-c5541bfa148e,Público
300,9FDD00,Valor a pagar por la no prestación del servicio de regulación primaria de frecuencia,2025-03-07T16:09:33.467,2026-07-01T04:34:56.88,2013-01-01T00:00:00,2026-06-28T00:00:00,,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=9FDD00,https://www.simem.co/datadetail/9fdd0046-21b1-4c40-83de-c66e67f5c40b,Público
301,897043,Holgura horaria superior e inferior,2025-11-21T11:43:14.79,2026-07-01T04:33:03.23,2021-01-01T00:00:00,2026-06-28T00:00:00,,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=897043,https://www.simem.co/datadetail/89704374-e2a8-4bf1-9cd5-c6c35c826a26,Público
302,1cdd5f,Precios y estadísticas de los contratos entre agentes integrados verticalmente por generador,2023-09-30T18:08:06.57,2026-06-24T07:32:12.37,2015-01-01T00:00:00,2026-05-01T00:00:00,2025-02-15T17:04:02.617,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=1cdd5f,https://www.simem.co/datadetail/1cdd5fd4-78d2-4d99-a357-c6fec0e6dabb,Público
303,48C79B,Precios de escasez promedio ponderado por agente,2023-09-28T23:09:41.523,2026-07-01T04:28:12.203,2021-01-01T00:00:00,2026-06-28T00:00:00,2024-09-09T18:55:37.893,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=48C79B,https://www.simem.co/datadetail/48c79bc9-7408-4d94-9135-c7ae0f7600f8,Público
304,e71658,Montos de garantías y mecanismos alternativos para cubrir las transacciones en el mercado de energía mayorista,2023-09-26T03:29:52.487,2026-06-18T09:09:55.453,2022-01-01T00:00:00,2026-05-01T00:00:00,2025-02-21T16:42:25.033,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=e71658,https://www.simem.co/datadetail/e7165858-6ab1-4edf-a4d1-ca4382fa7587,Público
305,94F4A5,Causas Generación Seguridad,2025-07-07T14:17:57.277,2026-07-01T04:31:46.137,2021-01-01T00:00:00,2026-01-22T00:00:00,,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=94F4A5,https://www.simem.co/datadetail/94f4a58c-ac35-4a66-9baf-cabe8ad4be45,Público
306,70E9A6,Deltas incremento nacional e internacional,2025-07-07T14:18:36.45,2026-07-01T04:33:18.337,2021-01-01T00:00:00,2026-06-28T00:00:00,,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=70E9A6,https://www.simem.co/datadetail/70e9a685-03bc-4e44-9dc6-cb10bee412fd,Público
307,909809,Precio de Oferta de Arranque y Parada por recurso USD,2023-09-29T18:04:08.527,2026-05-08T08:28:39.317,2015-04-01T00:00:00,2026-03-01T00:00:00,2024-10-02T14:48:48.24,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=909809,https://www.simem.co/datadetail/90980975-7d16-4ea7-aee3-cbe44c99b323,Público
308,c6f395,Procedimiento de retiro de agentes según la Res. CREG 156 de 2011,2023-09-29T22:02:02.67,2026-07-01T07:18:36.983,2013-02-15T00:00:00,2026-06-19T00:00:00,2025-02-11T09:29:42.457,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=c6f395,https://www.simem.co/datadetail/c6f395ba-7187-4073-af1f-cbedf16d7b80,Público
309,b73e3c,Energía promedio mensual de contratos con UNR por mercado de comercialización,2023-09-30T16:28:19.18,2026-06-18T03:37:21.033,2023-01-01T00:00:00,2031-05-01T00:00:00,2025-03-30T18:12:48.89,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=b73e3c,https://www.simem.co/datadetail/b73e3c9e-6b98-47e0-93ca-cc6f6d2d4f29,Público
310,0837f0,Consumo de Combustible Energético Mediano Plazo,2023-10-13T08:02:26.323,2026-06-28T19:20:24.313,2022-01-03T00:00:00,2028-06-19T00:00:00,2025-03-04T09:47:39.7,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=0837f0,https://www.simem.co/datadetail/0837f055-ddda-4100-b546-ccfd7f879f26,Público
311,3cf0d1,Precios horarios futuros y estadísticas de los contratos de convocatorias del SICEP para el mercado regulado,2023-09-30T11:37:18.793,2026-06-03T08:54:53.62,2023-09-01T00:00:00,2031-05-01T00:00:00,2025-04-29T15:39:26.777,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=3cf0d1,https://www.simem.co/datadetail/3cf0d107-aa48-40e0-a83a-cd1a5b5ad8e5,Público
312,252E2F,Deltas holgura arriba y abajo horarias,2023-09-28T20:27:03.407,2026-07-01T04:31:54.64,2021-01-09T00:00:00,2026-06-24T00:00:00,,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=252E2F,https://www.simem.co/datadetail/252e2f0f-ecac-41aa-9a18-cdd081e728da,Público
313,497f97,Programa de normalización de redes eléctricas (PRONE),2025-11-06T13:52:31.083,2026-06-11T10:19:28.19,2025-07-01T00:00:00,2026-04-01T00:00:00,,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=497f97,https://www.simem.co/datadetail/497f9785-09de-4000-b6ba-cddc1cc86e47,Público
314,35d7ef,Conceptos adicionados a través de restricciones,2025-12-19T12:24:22.967,2026-06-24T06:35:19.97,2020-01-01T00:00:00,2026-05-31T00:00:00,,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=35d7ef,https://www.simem.co/datadetail/35d7ef35-bb8f-481a-be5d-ceb2b1a5aaed,Público
315,26AFFD,Precio de cierre de los mecanismos de asignación de OEF,2025-06-23T11:24:55.593,2026-06-30T15:17:58.503,2006-11-01T00:00:00,2026-05-01T00:00:00,,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=26AFFD,https://www.simem.co/datadetail/26affde3-4789-465c-87e4-ceec2bfbc603,Público
316,7a2e85,Indices VERE y VEREC Energético Mediano Plazo,2023-09-30T12:00:13.027,2026-06-28T19:19:50.567,2022-01-03T00:00:00,2028-06-19T00:00:00,,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=7a2e85,https://www.simem.co/datadetail/7a2e856d-bb82-48f8-8931-cfd2834ec737,Público
317,A2919B,Histórico de eventos en Líneas de Transmisión del Sistema de Transmisión Nacional,2023-09-28T20:26:55.143,2026-06-30T19:15:48.12,2013-02-12T00:00:00,2026-06-20T00:00:00,2025-02-04T14:24:25.357,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=A2919B,https://www.simem.co/datadetail/a2919b87-30e6-40f5-af4d-d0c42f7420a7,Público
318,1c91c4,Fecha de retiro de unidades de generación,2023-08-18T16:38:24.52,2026-06-30T23:16:34.637,2013-01-01T00:00:00,2026-06-29T00:00:00,2025-02-04T04:37:14.98,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=1c91c4,https://www.simem.co/datadetail/1c91c4a6-718a-42f2-8642-d211d4eb515b,Público
319,e5437f,Precios promedios horarios mensuales por comercializador y mercado de comercialización de contratos con UNR,2023-10-04T14:30:03.077,2026-06-18T11:07:44.2,2023-01-01T00:00:00,2026-05-01T00:00:00,2025-04-08T10:29:22.337,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=e5437f,https://www.simem.co/datadetail/e5437fc5-1afe-42bf-a062-d25d0ccf46e5,Público
320,BA1C55,Aportes Hídricos en Energía,2023-09-29T12:08:14.157,2026-07-01T08:34:40.5,2013-01-01T00:00:00,2026-06-30T00:00:00,2025-05-02T20:45:18.77,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=BA1C55,https://www.simem.co/datadetail/ba1c5513-7dc3-4155-9de9-d262863b31f3,Público
321,5e8c28,Transacciones realizadas en el mecanismo Derivex,2025-03-10T22:57:47.31,2026-06-22T23:16:30.41,2023-08-11T00:00:00,2026-05-29T00:00:00,2025-03-18T11:37:49.917,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=5e8c28,https://www.simem.co/datadetail/5e8c2868-ec19-45a0-b844-d26b55fee08a,Público
322,E17D25,Generación Real y Programada en las Plantas de Generación,2023-09-29T10:59:40.38,2026-06-30T11:21:08.203,2013-01-01T00:00:00,2026-06-29T00:00:00,2025-04-23T15:45:51.61,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=E17D25,https://www.simem.co/datadetail/e17d259d-ffba-41f1-911c-d2b719a22efa,Público
323,384850,Fondo de Apoyo Financiero para la Energización de las Zonas Rurales Interconectadas (FAER),2025-10-29T11:47:43.29,2026-06-11T11:17:41.47,2025-07-01T00:00:00,2026-04-01T00:00:00,,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=384850,https://www.simem.co/datadetail/384850fc-0c93-416b-b777-d2c668319c97,Público
324,b461cf,Tipo de Combustible con el que arrancó la planta,2025-12-12T11:26:52.683,2026-07-01T04:35:57.95,2021-01-01T00:00:00,2026-06-27T00:00:00,,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=b461cf,https://www.simem.co/datadetail/b461cfad-9a78-46d7-83c6-d45c54656edc,Público
325,4d0f92,Pronóstico oficial de demanda por mercado de comercialización,2023-09-28T22:15:57.293,2026-06-01T21:17:01.927,2022-01-01T00:00:00,2026-05-31T00:00:00,2024-10-12T10:58:58.92,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=4d0f92,https://www.simem.co/datadetail/4d0f9242-d9cd-4132-a4de-d47c64cb9a04,Público
326,95C913,Valor ventas transacciones bolsa en moneda,2024-11-07T10:33:56.017,2026-07-01T04:41:58.297,2021-01-01T00:00:00,2026-06-28T00:00:00,,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=95C913,https://www.simem.co/datadetail/95c9139f-87ce-4381-b3ba-d5e5bbd07745,Público
327,990c50,Disponibilidad real por unidad,2026-04-13T18:10:21.337,2026-07-01T09:16:23.08,2025-06-01T00:00:00,2026-06-30T00:00:00,,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=990c50,https://www.simem.co/datadetail/990c502c-5637-4f31-9a76-d7d12ea27c5f,Público
328,1e543e,Energía promedio de los contratos del SICEP para el mercado regulado por comercializador,2023-09-28T21:14:22.5,2026-06-24T07:34:05.873,2020-06-01T00:00:00,2026-05-01T00:00:00,2025-03-08T11:29:34.67,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=1e543e,https://www.simem.co/datadetail/1e543e6e-8a4f-4f2b-9d94-d8c4f96715fe,Público
329,055232,Representatividad de participantes del MEM,2023-09-29T02:14:04.873,2026-06-23T02:08:29.447,2023-07-01T00:00:00,2026-05-01T00:00:00,,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=055232,https://www.simem.co/datadetail/055232af-e1c3-49ca-845b-d94a194d6ab4,Público
330,a3db98,Eventos de Tensión fuera de Rango,2023-10-04T23:19:45.243,2026-07-01T08:29:42.537,2018-02-11T00:00:00,2026-06-28T00:00:00,,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=a3db98,https://www.simem.co/datadetail/a3db98f1-3d57-46d9-8abf-d9f41afa28ed,Público
331,4295B4,Compras en bolsa internacional en moneda,2024-11-07T10:33:56.017,2026-07-01T04:34:27.383,2021-01-01T00:00:00,2026-06-26T00:00:00,,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=4295B4,https://www.simem.co/datadetail/4295b42c-6d59-4d8c-8d9b-da0a4efe851b,Público
332,AA5C78,Deprecated -- Panorama energético Corto Plazo Supuestos y Resultados,2024-02-14T12:22:03.267,2026-04-22T16:05:26.83,2023-10-30T00:00:00,2024-09-02T00:00:00,2024-09-11T06:27:07.607,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=AA5C78,https://www.simem.co/datadetail/aa5c78a0-9fdb-4aed-8db8-db0554aa50ca,Público
333,52341b,Precios y Energía de los contratos no realizados a través del SICEP con destino al mercado regulado,2023-09-26T22:48:16.893,2026-06-24T07:34:27.39,2013-01-01T00:00:00,2026-05-31T00:00:00,2025-02-17T13:41:41.46,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=52341b,https://www.simem.co/datadetail/52341bef-c3ca-412d-9de6-dd66c7c50131,Público
334,77b26e,Datos soporte del proceso de liquidación por versión y mensual,2023-09-28T15:32:51.98,2026-06-26T13:19:59.577,2013-01-01T00:00:00,2026-04-01T00:00:00,2025-03-16T21:41:28.057,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=77b26e,https://www.simem.co/datadetail/77b26ea0-1408-4e72-8fb3-ddfe15d85a41,Público
335,F577E2,Pruebas de generación corto plazo,2023-10-05T19:26:09.077,2026-06-28T20:14:37.24,2022-01-03T00:00:00,2026-06-29T00:00:00,,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=F577E2,https://www.simem.co/datadetail/f577e244-04c6-49c7-afb7-df22f4afc017,Público
336,BE51B1,Obligación de energía firme por submercado,2025-07-07T14:21:07.17,2026-07-01T04:36:42.893,2021-01-01T00:00:00,2026-06-26T00:00:00,,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=BE51B1,https://www.simem.co/datadetail/be51b1ce-b44a-42a5-9323-dfa1649161e9,Público
337,E60CE2,Venta en contratos bilaterales de largo plazo por vendedor en energía,2025-06-04T09:15:18.49,2026-07-01T04:35:58.343,2021-01-01T00:00:00,2026-06-26T00:00:00,,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=E60CE2,https://www.simem.co/datadetail/e60ce2ef-d04e-4c9d-bd94-e072b4c4a427,Público
338,F3A9B1,Bandera de Disponibilidad Real,2025-03-07T11:17:46.28,2026-07-01T04:36:59.27,2021-01-01T00:00:00,2026-06-28T00:00:00,,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=F3A9B1,https://www.simem.co/datadetail/f3a9b10e-8fd0-416a-b628-e23ad3c8f733,Público
339,AE2DD3,Promedio aritmético anual de la participación en Convocatorias de agentes registrados,2023-09-29T13:16:05.353,2026-06-22T23:17:44.243,2023-08-05T00:00:00,2026-05-31T00:00:00,,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=AE2DD3,https://www.simem.co/datadetail/ae2dd3f7-61e4-4dd7-9769-e3d061c4360c,Público
340,1088a6,Importaciones Netas Energético Mediano Plazo,2023-09-30T11:57:45.303,2026-06-28T19:20:24.487,2022-01-03T00:00:00,2028-06-19T00:00:00,2025-02-18T11:47:51.75,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=1088a6,https://www.simem.co/datadetail/1088a60b-bdfb-47cc-9e78-e49b68dc34f9,Público
341,30D865,Histórico anual de los precios de referencia para el traslado al Mercado Regulado --Deprecated-- ,2023-09-29T14:21:55.01,2026-02-24T15:06:09.103,2022-10-19T00:00:00,2025-11-27T00:00:00,2024-12-05T07:33:09.977,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=30D865,https://www.simem.co/datadetail/30d86597-8722-4294-800e-e4abd7987383,Público
342,C8172F,Otros costos variables hidráulicos y térmicos,2025-07-11T11:21:46.037,2026-07-01T04:28:50.02,2017-12-01T00:00:00,2026-06-26T00:00:00,,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=C8172F,https://www.simem.co/datadetail/c8172ff9-2cdc-4ea3-88b1-e67826c3e39d,Público
343,CD2034,Energía de referencia para el Sistema de Transmisión Nacional,2025-06-03T11:18:06.367,2026-07-01T04:34:17.587,2021-01-01T00:00:00,2026-06-28T00:00:00,,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=CD2034,https://www.simem.co/datadetail/cd2034ca-b2cf-469c-b9bd-e6eca26a2206,Público
344,de5ea2,Pronóstico del CND de demanda por subárea operativa,2023-09-28T22:20:12.543,2026-06-01T21:20:09.1,2020-11-01T00:00:00,2026-05-31T00:00:00,2024-08-01T12:30:52.383,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=de5ea2,https://www.simem.co/datadetail/de5ea2fa-e296-47fd-a02c-e71ee94d7fe3,Público
345,31E0AF,Demanda comercial internacional,2025-07-07T11:09:14.51,2026-07-01T04:34:37,2021-01-01T00:00:00,2026-06-28T00:00:00,,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=31E0AF,https://www.simem.co/datadetail/31e0afac-d056-4690-9393-e7391dbf7148,Público
346,38a251,"Precios y estadísticas de los contratos entre agentes, por año de suscripción y por generador",2023-09-29T18:32:09.887,2026-06-24T07:35:12.833,2013-01-01T00:00:00,2026-05-01T00:00:00,2025-03-12T11:17:20.947,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=38a251,https://www.simem.co/datadetail/38a2517a-771d-4a42-b47c-e7a74437e6fa,Público
347,77395a,Informe trimestral de auditoría de costos de combustible reportados para la operación,2023-09-28T23:43:13.997,2026-05-14T09:57:15.747,2022-09-01T00:00:00,2026-02-01T00:00:00,2025-02-26T15:55:00.583,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=77395a,https://www.simem.co/datadetail/77395afb-1aec-4f60-b0d8-e7d13b90a5ce,Público
348,2cf281,Evolución histórica anual de las estadísticas generales de las convocatorias SICEP con destino al mercado regulado,2023-10-02T14:20:57.28,2026-01-06T11:34:15.837,2020-01-01T00:00:00,2025-01-01T00:00:00,2025-03-23T00:43:39.27,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=2cf281,https://www.simem.co/datadetail/2cf281cc-6cd3-4598-bf36-e7d3db5fb00a,Público
349,561aa8,Reservas en Porcentaje Energético Largo Plazo,2023-10-11T09:06:07.83,2026-06-17T16:55:19.723,2022-01-31T00:00:00,2031-05-31T00:00:00,2025-04-26T19:30:59.127,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=561aa8,https://www.simem.co/datadetail/561aa842-26a4-44d3-a11d-e86c2a249a8c,Público
350,32C229,Fondo de apoyo a zonas no interconectadas (FAZNI),2025-03-07T16:09:33.467,2026-06-24T06:28:38.487,2021-01-01T00:00:00,2026-05-01T00:00:00,,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=32C229,https://www.simem.co/datadetail/32c2294d-8ec4-4104-ac21-e86cb0e5898b,Público
351,D0B4E3,Informe de resultados del despacho económico,2024-01-25T14:10:20.16,2026-06-30T20:14:03.83,2022-01-01T00:00:00,2026-07-01T00:00:00,,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=D0B4E3,https://www.simem.co/datadetail/d0b4e32d-4858-4791-898e-e88b929c550f,Público
352,63d90d,Pronóstico oficial de demanda por subárea operativa,2023-09-28T20:46:51.927,2026-06-01T21:21:33.823,2019-01-01T00:00:00,2026-05-31T00:00:00,,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=63d90d,https://www.simem.co/datadetail/63d90dcf-bc52-420b-8c1a-e95b9e46956f,Público
353,CDD16E,Generación ideal internacional Ecuador por planta,2023-09-28T20:27:03.407,2026-07-01T04:33:47.187,2021-01-01T00:00:00,2026-06-28T00:00:00,,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=CDD16E,https://www.simem.co/datadetail/cdd16e49-bffd-4d86-af7d-ea4c6f54e3bb,Público
354,B4D9FE,Bandera de autorización a desvío del programa de generación,2025-03-07T11:17:46.28,2026-07-01T04:30:40.347,2020-01-01T00:00:00,2026-06-28T00:00:00,,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=B4D9FE,https://www.simem.co/datadetail/b4d9fe2b-632e-4b3f-b85a-ec269de4d9fa,Público
355,96D56E,Precio de bolsa ponderado,2023-10-03T15:00:21.54,2026-07-01T04:32:53.773,2013-01-01T00:00:00,2026-06-28T00:00:00,2025-05-04T22:01:32.183,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=96D56E,https://www.simem.co/datadetail/96d56e82-11cb-4d87-92b6-ec7a621d9d9c,Público
356,245775,Informe de planeamiento operativo eléctrico de mediano y largo plazo (IPOEL),2026-04-08T09:49:46.55,2026-07-01T10:12:41.957,2026-01-01T00:00:00,2026-01-01T00:00:00,,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=245775,https://www.simem.co/datadetail/2457753d-af5c-4f06-b5b4-ecece14033b0,Público
357,97c8ec,Histórico de eventos en Activos de Transmisión del Sistema de Transmisión Nacional,2023-09-28T21:14:47.44,2026-06-30T19:18:17.06,2013-01-22T00:00:00,2026-06-20T00:00:00,2024-10-02T16:08:11.577,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=97c8ec,https://www.simem.co/datadetail/97c8eceb-4bae-469b-a6df-ee0cf190c342,Público
358,82ae92,Costos Marginales Energético Mediano Plazo,2023-10-02T14:30:48.193,2026-06-28T19:16:56.45,2022-01-03T00:00:00,2028-06-19T00:00:00,2025-01-23T09:52:40.87,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=82ae92,https://www.simem.co/datadetail/82ae922e-1c1b-4d03-ae7f-ee7b93af156c,Público
359,6827d9,Estadísticas del Costo Unitario de Reconciliación Positiva,2023-09-29T16:35:14.907,2026-06-12T14:23:50.29,2015-01-01T00:00:00,2026-05-01T00:00:00,2024-08-01T12:18:37.653,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=6827d9,https://www.simem.co/datadetail/6827d9c0-7714-411e-8866-efa6619ae9ae,Público
360,d66c25,Precios promedios horarios mensuales de contratos con UNR por mercado de comercialización,2023-09-29T17:07:26.833,2026-06-18T11:05:51.947,2023-01-01T00:00:00,2026-05-01T00:00:00,2025-04-02T11:14:01.173,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=d66c25,https://www.simem.co/datadetail/d66c2593-d6ee-4d0f-86f6-f040e6bb3df8,Público
361,cdfe1b,Informe de reevaluación de parámetros de regulación secundaria de frecuencia AGC,2023-10-05T19:09:09.873,2026-01-29T09:15:34.977,2022-01-01T00:00:00,2025-01-01T00:00:00,,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=cdfe1b,https://www.simem.co/datadetail/4f8cbc99-4964-457b-8913-f0b274e66958,Público
362,596c1c,Demanda Energético Mediano Plazo,2023-10-04T10:04:49.437,2026-06-28T19:20:11.34,2022-01-03T00:00:00,2028-06-19T00:00:00,2025-05-06T06:11:33.223,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=596c1c,https://www.simem.co/datadetail/596c1c23-827d-479a-85b3-f0d365ae7ecb,Público
363,781422,Precios y estadísticas de los contratos entre agentes integrados verticalmente por comercializador,2023-09-30T10:01:33.457,2026-06-24T07:32:35.087,2013-01-01T00:00:00,2026-05-01T00:00:00,2025-02-03T18:18:49.1,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=781422,https://www.simem.co/datadetail/78142296-e6fa-42f6-9d52-f18840b03ba4,Público
364,331979,"Precios y estadísticas de los contratos de convocatorias del SICEP para el mercado regulado, por año de suscripción y por comercializador",2023-09-29T16:21:42.3,2026-06-24T07:36:22.14,2020-06-01T00:00:00,2026-05-01T00:00:00,2024-09-12T20:25:02.023,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=331979,https://www.simem.co/datadetail/33197912-1ae9-4893-af46-f21743209659,Público
365,43cd59,Garantía de reserva de capacidad de transporte,2025-11-26T16:44:16.763,2026-05-15T19:07:40.71,2022-04-12T00:00:00,2026-04-30T00:00:00,,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=43cd59,https://www.simem.co/datadetail/43cd59ca-1f2d-426d-bd0f-f2263bc57e1f,Público
366,9407AC,Valor de consumo principal proporcional a la reconciliación positiva,2023-09-28T22:45:20.783,2026-07-01T04:36:56.35,2015-04-01T00:00:00,2026-06-28T00:00:00,2024-12-09T16:31:42.017,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=9407AC,https://www.simem.co/datadetail/9407acfc-41c9-4bdc-9dd9-f3b6466b87a2,Público
367,28b062,"Datos soporte del proceso de liquidación por Código sic agente, versión y diaria",2023-09-28T23:09:41.523,2025-11-06T15:49:52.11,2014-04-24T00:00:00,2025-11-03T00:00:00,2025-03-15T08:40:36.79,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=28b062,https://www.simem.co/datadetail/28b062c7-2728-418c-afa9-f3c3a0dad658,Público
368,b18005,"Precio de oferta de la planta para cada configuración ofertada en el proceso del despacho ideal, en COP/kWh",2023-09-29T05:56:49.153,2026-06-24T06:38:25.173,2023-04-24T00:00:00,2026-05-31T00:00:00,2025-03-16T12:34:02.677,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=b18005,https://www.simem.co/datadetail/b180058c-52dd-42c3-a93a-f44003aa2d43,Público
369,BAE067,Auditoria Ejecución Conjuntos de SIMEM,2025-04-09T01:14:16.757,2026-07-01T01:16:54.14,2025-04-08T00:00:00,2026-06-27T00:00:00,,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=BAE067,https://www.simem.co/datadetail/bae067fc-6ffa-4fdc-89f3-f4bfb27714a8,Reservado
370,9b0967,"Demanda Real y Perdidas por Operador de Red, Mercado de comercialización, Tipo de mercado y CIIU",2026-05-06T14:30:18.4,2026-07-01T04:29:02.787,2019-01-01T00:00:00,2026-06-26T00:00:00,,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=9b0967,https://www.simem.co/datadetail/9b096702-0070-429b-bcc5-f60f84b5dac9,Público
371,234D49,Disponibilidad programada,2025-03-07T11:17:46.28,2026-07-01T04:38:11.91,2021-01-01T00:00:00,2026-06-28T00:00:00,,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=234D49,https://www.simem.co/datadetail/234d49da-6edc-4c48-abd8-f67703b4e69b,Público
372,923030,"Oportunidad en el reporte de información por parte de XM, el Administrador del SIMEM y otros",2024-01-28T07:53:11.547,2026-06-18T14:02:11.617,2023-10-04T00:00:00,2026-05-31T00:00:00,2025-04-02T16:29:51.01,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=923030,https://www.simem.co/datadetail/92303073-92d0-45fd-8384-f7b032ec8aaa,Reservado
373,A1DBD9,Magnitud de reconciliación positiva arranque,2023-09-28T20:27:03.407,2026-07-01T04:33:43.5,2021-01-01T00:00:00,2026-06-28T00:00:00,,https://www.simem.coPublicData?startDate=2026-07-01&endDate=2026-07-01&datasetId=A1DBD9,https://www.simem.co/datadetail/a1dbd98b-b54e-4de5-a11c-f8227ec60b5a,Público
